ID,electricity_consumption
552,207.01907247893695
553,200.27292349215335
554,199.22648803930474
555,199.95433974326468
556,229.00423807950898
557,212.37654294776166
558,211.92326461548353
559,257.2243755835146
560,258.22963807283423
561,215.75307144608092
562,249.46011387680477
563,230.90526365944152
564,226.75129972605913
565,325.11902531967826
566,246.2146089045984
567,262.120073575443
568,303.71146038078587
569,253.13767700620673
570,249.52580508628722
571,278.3195272035303
572,370.79968907750344
573,318.51907434498537
574,285.6020082823739
575,322.50848039558986
576,315.7906947752776
577,334.0023387914059
578,271.07947853441834
579,241.00152465259512
580,232.1962862123509
581,207.58675065853538
582,228.20293226990754
583,220.75278317589215
584,209.96353993145857
585,206.79100626959934
586,206.3308149205397
587,227.5973643085494
588,207.1199502508062
589,205.9680581589144
590,199.3504686897527
591,198.7978935884512
592,199.87880697744026
593,197.871692252442
594,198.82224112494225
595,253.70362052676109
596,244.7292015136693
597,285.65920020210586
598,300.5864643082209
599,359.7802266151332
600,379.8442636787211
601,219.00047668449406
602,220.02846209288776
603,240.0725253955745
604,215.09248341730455
605,213.43309932803885
606,212.09908113315362
607,240.08043714174107
608,222.72518836936354
609,231.45708335927418
610,229.17385720393054
611,217.84894042610563
612,265.90509975018034
613,282.16102017261414
614,250.72095160889256
615,261.35137171476777
616,286.5434993749328
617,311.7376474189869
618,263.21764557246064
619,346.25996027808907
620,294.2330518958403
621,330.1887675860285
622,299.9316525156335
623,246.3848113539491
624,240.3585928061412
625,233.3358127570794
626,230.32170330406518
627,225.7314099142895
628,218.47925691872553
629,220.25079408348137
630,209.24180603331638
631,205.61155098537205
632,215.6740057231405
633,206.08961434055465
634,209.31608090911647
635,212.3536410804855
636,221.2547533226636
637,258.6080970270417
638,231.41097690896282
639,257.4429479059987
640,242.7904158567525
641,253.60481326482355
642,235.42681888074222
643,240.72305313196392
644,278.9123171166477
645,235.18329445316763
646,230.7708365879617
647,248.696270477112
648,229.2443362715507
649,239.31901367536048
650,214.31459420076308
651,215.68890090269497
652,219.37236989938594
653,213.06364808986677
654,219.69682833220486
655,213.14216851146142
656,235.75838716789434
657,213.4467382613769
658,206.43273663794227
659,219.69625397105136
660,213.5285654311433
661,213.97533270429608
662,199.63241758452733
663,207.2828777013159
664,206.71336613006585
665,216.75453218861156
666,210.11042672041896
667,207.6944511901694
668,213.00991172566287
669,214.99979402347
670,217.129249106136
671,227.46523966218126
672,204.12973702284677
673,208.1295271421498
674,206.05588690741342
675,207.7517959362066
676,204.5760686960323
677,205.79661695275087
678,197.73970124258102
679,205.90675166448744
680,204.81589846729398
681,208.56282977706618
682,207.39877596847387
683,238.61546436148433
684,206.47281981147785
685,205.0086335549218
686,217.98787928989339
687,214.5691197582186
688,215.76913720581302
689,211.11192071479056
690,219.70960292418255
691,226.79273299860273
692,218.23565152256168
693,228.9175458708511
694,223.68619474303085
695,219.53382784128377
696,202.41396332720086
697,208.73412716507843
698,215.72955204616025
699,207.89276339926616
700,200.48323923435515
701,210.59543952948604
702,211.16126762882527
703,200.95912232587966
704,203.67879333802935
705,201.86363939231097
706,202.0282943263242
707,200.75019313829102
708,198.45487290325718
709,196.88661043117818
710,196.48236457225315
711,197.26463594815772
712,199.4570334923627
713,196.36997309144073
714,192.67706492514785
715,195.7253485461498
716,200.47137650173752
717,206.80822975073195
718,313.140537411207
719,308.4328452979255
720,277.1585471241093
721,224.7918055028117
722,227.24053829885594
723,226.0972289792392
724,233.98689171532124
725,230.1365107066879
726,347.78240199794004
727,243.40310879697688
728,211.7838226610488
729,226.5937422244155
730,235.6727751582115
731,220.12311962650907
732,228.09240122559976
733,213.70386387044755
734,214.42265709271226
735,209.78012887398535
736,203.39199106390203
737,227.78339224464685
738,204.30663599300743
739,225.04310308681096
740,224.63539170638165
741,226.83965724148146
742,233.1688336589373
743,230.13192846907407
1296,530.0610569008926
1297,528.263214631013
1298,495.3799919859613
1299,442.8878659337729
1300,247.445723992788
1301,225.298028481105
1302,241.22741421435703
1303,226.2418120813253
1304,305.27099834577433
1305,304.7741369366188
1306,251.26490584717106
1307,217.08231865002938
1308,251.57579831908396
1309,206.70146557875466
1310,235.6639974770904
1311,208.88363860870408
1312,201.9199145381966
1313,214.67056480936247
1314,234.80075144803612
1315,256.6786889089884
1316,614.4155761432585
1317,642.5371741255773
1318,584.7115392556763
1319,621.4089734781905
1320,543.2478510383962
1321,499.02122919231664
1322,623.1071380052895
1323,623.9118220064062
1324,594.736160022005
1325,638.2803593501483
1326,590.7105729197372
1327,632.3986537499659
1328,639.8711583943442
1329,605.6816006539342
1330,595.5987533865641
1331,549.683296535968
1332,374.49495947507864
1333,316.59262586660844
1334,343.95746725869066
1335,371.2159216630973
1336,315.2501949875263
1337,488.5311513221569
1338,287.346510388347
1339,321.00386761726446
1340,272.88721203066314
1341,310.0625642303747
1342,266.5577771085839
1343,268.6430945129644
1344,252.96158533202956
1345,243.83869688126686
1346,279.1745160887664
1347,282.3512287333373
1348,618.5851683421114
1349,600.6710255866294
1350,661.7876788782946
1351,676.9761158512755
1352,649.1835578940245
1353,659.659529288873
1354,649.7931443854502
1355,682.2250287543621
1356,643.4540339982698
1357,614.1292778904674
1358,642.5371741255773
1359,643.9734678323036
1360,679.926828112955
1361,623.9118220064062
1362,582.069330015599
1363,643.4540339982698
1364,612.1138446849816
1365,642.5371741255773
1366,614.1292778904674
1367,642.8386312613552
1368,587.8869275128396
1369,601.2499914192736
1370,615.4839548446294
1371,615.4839548446294
1372,643.4540339982698
1373,623.1071380052895
1374,660.7149251883357
1375,672.9629070385203
1376,614.3958709679462
1377,650.8326719597096
1378,605.9288777021793
1379,589.0433183390053
1380,294.89654267900846
1381,267.80261935348136
1382,253.94495438111596
1383,256.1538765606037
1384,267.61742233430635
1385,245.13417414371662
1386,253.7482105281941
1387,274.6131749526637
1388,281.2537570530448
1389,273.6056201708989
1390,685.993275544341
1391,658.8673050356231
1392,295.50801159529425
1393,395.3736909760301
1394,544.9231625250183
1395,249.36611958116686
1396,250.17639967343152
1397,574.1505761496853
1398,284.29435237760856
1399,253.57090309873712
1400,285.5941729158531
1401,254.28754979624887
1402,261.5140632289708
1403,226.00493987408652
1404,250.16593482273578
1405,245.33659062321487
1406,227.54981055093924
1407,212.16138063142984
1408,223.33575570394717
1409,211.70233305566876
1410,237.48230798221502
1411,229.25318873080454
1412,236.6742612958999
1413,234.7224318728155
1414,238.05114622269897
1415,229.7350737965871
1416,241.91789958551695
1417,269.9019695814138
1418,378.1332258610676
1419,264.25170696927484
1420,244.55497451002333
1421,210.86945566435332
1422,204.4250948987641
1423,208.81500883995864
1424,217.84339865592705
1425,234.09576106374362
1426,219.95129653546147
1427,230.0708153082273
1428,214.85888204490112
1429,209.128751162082
1430,203.92941262995924
1431,216.58984495834238
1432,206.55638039422024
1433,197.67638963944364
1434,203.3817272818951
1435,210.9813524544685
1436,237.49811991370444
1437,259.9389013520826
1438,233.680605270407
1439,228.4925079232063
1440,245.54908831339634
1441,218.49250478724082
1442,216.90825586574107
1443,255.4417124535599
1444,236.09693344193488
