date_time,air_pollution_index
2017-05-18 00:00:00,159.98795938644207
2017-05-18 00:00:00,158.5221814657676
2017-05-18 00:00:00,156.70912470804618
2017-05-18 01:00:00,151.77343361218212
2017-05-18 01:00:00,150.30765569150765
2017-05-18 02:00:00,156.39670491093568
2017-05-18 02:00:00,153.51168238774153
2017-05-18 02:00:00,153.51168238774153
2017-05-18 03:00:00,155.01008661123691
2017-05-18 03:00:00,153.54430869056245
2017-05-18 03:00:00,153.54430869056245
2017-05-18 04:00:00,155.00166947118637
2017-05-18 04:00:00,153.0464224513547
2017-05-18 04:00:00,153.0464224513547
2017-05-18 05:00:00,157.55911851602983
2017-05-18 05:00:00,157.55911851602983
2017-05-18 05:00:00,157.55911851602983
2017-05-18 06:00:00,155.34036111666026
2017-05-18 06:00:00,155.34036111666026
2017-05-18 07:00:00,147.59500913146593
2017-05-18 07:00:00,147.59500913146593
2017-05-18 08:00:00,151.3990291996765
2017-05-18 08:00:00,141.56424110447628
2017-05-18 08:00:00,147.38967703885837
2017-05-18 09:00:00,157.30141429598888
2017-05-18 09:00:00,157.30141429598888
2017-05-18 09:00:00,157.09616539394042
2017-05-18 10:00:00,152.34405070566876
2017-05-18 10:00:00,155.00259815924915
2017-05-18 11:00:00,153.4470230095183
2017-05-18 12:00:00,153.55404996019433
2017-05-18 13:00:00,154.751653678771
2017-05-18 14:00:00,154.36857792895887
2017-05-18 15:00:00,154.48668789235526
2017-05-18 16:00:00,144.68110236399727
2017-05-18 17:00:00,148.51008959498543
2017-05-18 18:00:00,154.59908767118532
2017-05-18 19:00:00,160.0729382459897
2017-05-18 20:00:00,155.62166266570355
2017-05-18 21:00:00,155.6721372862964
2017-05-18 22:00:00,161.67245250295332
2017-05-18 23:00:00,158.10061395962512
2017-05-19 00:00:00,154.34099644585433
2017-05-19 01:00:00,150.6895836821056
2017-05-19 02:00:00,155.99567518580673
2017-05-19 03:00:00,158.74623642407798
2017-05-19 04:00:00,153.37110939686582
2017-05-19 05:00:00,156.28817272755467
2017-05-19 06:00:00,152.62590015055258
2017-05-19 07:00:00,151.32567617034044
2017-05-19 08:00:00,156.13556214689348
2017-05-19 09:00:00,155.0933782382982
2017-05-19 10:00:00,155.0933782382982
2017-05-19 11:00:00,156.04178159124143
2017-05-19 12:00:00,156.23853386822003
2017-05-19 13:00:00,157.18693722116328
2017-05-19 14:00:00,156.23853386822003
2017-05-19 15:00:00,161.39524999018857
2017-05-19 16:00:00,150.06868184414088
2017-05-19 17:00:00,151.88523599118668
2017-05-19 18:00:00,157.99268329147375
2017-05-19 19:00:00,152.1143875670882
2017-05-19 20:00:00,151.97462859693056
2017-05-19 21:00:00,165.80753871383828
2017-05-19 22:00:00,178.63024000312322
2017-05-19 23:00:00,153.4387118179324
2017-05-20 00:00:00,166.21754574783742
2017-05-20 01:00:00,158.68635297417998
2017-05-20 02:00:00,147.68621798164708
2017-05-20 03:00:00,149.21179867487837
2017-05-20 04:00:00,150.1170160909349
2017-05-20 05:00:00,146.05702913101217
2017-05-20 06:00:00,146.05702913101217
2017-05-20 07:00:00,150.25461026710477
2017-05-20 08:00:00,158.0435360249173
2017-05-20 09:00:00,152.14572566641584
2017-05-20 09:00:00,157.94975546926526
2017-05-20 10:00:00,152.94308277037564
2017-05-20 10:00:00,157.73971417838385
2017-05-20 11:00:00,158.8981588222085
2017-05-20 11:00:00,157.94975546926526
2017-05-20 11:00:00,158.8981588222085
2017-05-20 12:00:00,155.20040518897423
2017-05-20 12:00:00,155.20040518897423
2017-05-20 13:00:00,158.0567824199413
2017-05-20 13:00:00,158.0567824199413
2017-05-20 14:00:00,156.3664606512367
2017-05-20 14:00:00,158.0567824199413
2017-05-20 15:00:00,158.0567824199413
2017-05-20 15:00:00,158.0123309158763
2017-05-20 16:00:00,158.0123309158763
2017-05-20 16:00:00,158.18747878708052
2017-05-20 17:00:00,153.94590620229525
2017-05-20 17:00:00,155.63622797099984
2017-05-20 18:00:00,157.54551051283198
2017-05-20 18:00:00,155.68004087292317
2017-05-20 18:00:00,157.54551051283198
2017-05-20 19:00:00,155.3157139129259
2017-05-20 19:00:00,158.33750482414172
2017-05-20 19:00:00,158.1623569529375
2017-05-20 20:00:00,162.70215756972087
2017-05-20 20:00:00,157.85042430861247
2017-05-20 20:00:00,154.86524835896907
2017-05-20 21:00:00,157.55071383618383
2017-05-20 21:00:00,157.55071383618383
2017-05-20 21:00:00,162.6185834416239
2017-05-20 22:00:00,164.59859509510932
2017-05-20 22:00:00,165.45259967250416
2017-05-20 22:00:00,165.45259967250416
2017-05-20 23:00:00,161.70798357975593
2017-05-20 23:00:00,150.6852998206983
2017-05-20 23:00:00,159.46570379470054
2017-05-21 00:00:00,168.68527416853254
2017-05-21 00:00:00,160.47625781315418
2017-05-21 00:00:00,163.33202105956832
2017-05-21 01:00:00,148.31326260799432
2017-05-21 01:00:00,151.93217663047028
2017-05-21 02:00:00,167.02234432551987
2017-05-21 02:00:00,163.83615462759965
2017-05-21 02:00:00,138.39776511438362
2017-05-21 03:00:00,162.47850369938988
2017-05-21 03:00:00,154.31054980868575
2017-05-21 04:00:00,140.22641104775943
2017-05-21 04:00:00,147.45533547909235
2017-05-21 05:00:00,149.33733566237717
2017-05-21 05:00:00,150.5239309035817
2017-05-21 05:00:00,150.36203082294296
2017-05-21 06:00:00,145.8845325677064
2017-05-21 06:00:00,144.61289474798198
2017-05-21 06:00:00,152.64290756897148
2017-05-21 07:00:00,150.9653988628934
2017-05-21 07:00:00,147.06959566830142
2017-05-21 07:00:00,154.00513923600855
2017-05-21 08:00:00,148.9927585694884
2017-05-21 08:00:00,151.8077590768214
2017-05-21 09:00:00,158.5668707329859
2017-05-21 09:00:00,156.6988029493344
2017-05-21 10:00:00,152.13707075958746
2017-05-21 10:00:00,160.71870895042744
2017-05-21 10:00:00,154.1557840242923
2017-05-21 11:00:00,154.4156225726505
2017-05-21 11:00:00,156.50506150604622
2017-05-21 11:00:00,157.51987420215445
2017-05-21 12:00:00,152.61002774328463
2017-05-21 12:00:00,156.37477320712242
2017-05-21 12:00:00,155.15680727006344
2017-05-21 13:00:00,155.15680727006344
2017-05-21 13:00:00,156.3651280804494
2017-05-21 13:00:00,154.0158505986955
2017-05-21 14:00:00,151.31306997109905
2017-05-21 14:00:00,149.67363269552828
2017-05-21 15:00:00,156.3651280804494
2017-05-21 16:00:00,157.19695534046477
2017-05-21 16:00:00,157.19695534046477
2017-05-21 17:00:00,153.61735226941798
2017-05-21 18:00:00,155.04330928187545
2017-05-21 18:00:00,156.90877892178426
2017-05-21 19:00:00,168.11658566619445
2017-05-21 19:00:00,164.41358127344083
2017-05-21 20:00:00,150.16947191650632
2017-05-21 20:00:00,153.65544073556393
2017-05-21 20:00:00,165.03388243478966
2017-05-21 21:00:00,159.81286529132427
2017-05-21 21:00:00,157.11092030496258
2017-05-21 22:00:00,153.03485583993887
2017-05-21 22:00:00,159.50427840807225
2017-05-21 23:00:00,139.76741314127105
2017-05-22 00:00:00,158.81636608539043
2017-05-22 01:00:00,150.38477216229984
2017-05-22 01:00:00,159.18485149642268
2017-05-22 02:00:00,155.8898683391621
2017-05-22 03:00:00,146.34081571922394
2017-05-22 04:00:00,157.18505845740236
2017-05-22 05:00:00,161.8406367573764
2017-05-22 06:00:00,162.27101166342212
2017-05-22 07:00:00,157.9190040251127
2017-05-22 08:00:00,133.56607497956458
2017-05-22 09:00:00,153.64841335275872
2017-05-22 10:00:00,155.46021844157633
2017-05-22 11:00:00,155.99421762129694
2017-05-22 12:00:00,160.49292783523845
2017-05-22 13:00:00,160.711108098834
2017-05-22 14:00:00,161.12187523177684
2017-05-22 15:00:00,161.5474771722143
2017-05-22 16:00:00,157.33577964796305
2017-05-22 17:00:00,154.41266538003998
2017-05-22 18:00:00,160.2857629138528
2017-05-22 19:00:00,157.54452473390626
2017-05-22 20:00:00,159.1779172336199
2017-05-22 21:00:00,158.03139983330283
2017-05-22 22:00:00,158.66833419241456
2017-05-22 23:00:00,167.19690605969302
2017-05-22 23:00:00,154.36410214053709
2017-05-23 00:00:00,163.06116753541724
2017-05-23 01:00:00,152.32394237853
2017-05-23 02:00:00,163.837362530044
2017-05-23 02:00:00,156.13506295974565
2017-05-23 03:00:00,149.93806288373625
2017-05-23 04:00:00,158.22081172550767
2017-05-23 05:00:00,159.69969290741676
2017-05-23 06:00:00,149.3350340989606
2017-05-23 07:00:00,148.6550665271553
2017-05-23 08:00:00,149.5253243208772
2017-05-23 09:00:00,161.38158061597295
2017-05-23 10:00:00,150.61871624222343
2017-05-23 11:00:00,155.42292526555806
2017-05-23 11:00:00,159.98224046386392
2017-05-23 12:00:00,155.3520881835183
2017-05-23 12:00:00,160.1295836454197
2017-05-23 13:00:00,145.5287939522361
2017-05-23 14:00:00,146.78041717013554
2017-05-23 15:00:00,156.68368256504155
2017-05-23 16:00:00,156.09378087649876
2017-05-23 17:00:00,132.40970803824092
2017-05-23 18:00:00,160.2021107923529
2017-05-23 19:00:00,154.5577608891493
2017-05-23 20:00:00,168.13357039663828
2017-05-23 21:00:00,164.81450859183167
2017-05-23 22:00:00,160.47893646918632
2017-05-23 23:00:00,158.89544350151994
2017-05-24 00:00:00,152.9902709191812
2017-05-24 01:00:00,152.35239811930785
2017-05-24 02:00:00,156.71008627006574
2017-05-24 03:00:00,157.40691165287103
2017-05-24 04:00:00,154.483497730597
2017-05-24 05:00:00,156.38318874080298
2017-05-24 06:00:00,157.40981483937003
2017-05-24 07:00:00,162.60416673639983
2017-05-24 08:00:00,159.42644892014286
2017-05-24 09:00:00,158.91322879648885
2017-05-24 10:00:00,159.05068082891552
2017-05-24 11:00:00,159.97135931269062
2017-05-24 12:00:00,160.93532610880348
2017-05-24 13:00:00,159.68370289090404
2017-05-24 14:00:00,161.00221373950228
2017-05-24 15:00:00,157.9437897525389
2017-05-24 16:00:00,161.98358134139514
2017-05-24 17:00:00,160.74790003287185
2017-05-24 18:00:00,161.1017368519351
2017-05-24 19:00:00,155.74576445082837
2017-05-24 20:00:00,160.8585743184206
2017-05-24 21:00:00,156.23447763710848
2017-05-24 22:00:00,163.68832987535362
2017-05-24 23:00:00,155.8101559137188
2017-05-25 00:00:00,162.07947688443895
2017-05-25 01:00:00,153.51516506329781
2017-05-25 02:00:00,162.64960716380835
2017-05-25 03:00:00,161.65463299296127
2017-05-25 04:00:00,147.14100368314706
2017-05-25 05:00:00,162.21925461732243
2017-05-25 06:00:00,160.33330384827417
2017-05-25 07:00:00,166.79844759875078
2017-05-25 07:00:00,165.24457370012072
2017-05-25 08:00:00,163.13608801744027
2017-05-25 09:00:00,164.49949998319528
2017-05-25 10:00:00,161.32122777735069
2017-05-25 11:00:00,160.44482111674444
2017-05-25 12:00:00,154.87888511289873
2017-05-25 13:00:00,154.87888511289873
2017-05-25 14:00:00,154.87888511289873
2017-05-25 15:00:00,156.9423511826005
2017-05-25 16:00:00,149.55293313139697
2017-05-25 17:00:00,152.7186578142965
2017-05-25 18:00:00,158.59175534810933
2017-05-25 19:00:00,157.3401321302099
2017-05-25 20:00:00,162.0347415038926
2017-05-25 21:00:00,155.3501978770943
2017-05-25 21:00:00,155.3501978770943
2017-05-25 22:00:00,160.78269888815362
2017-05-25 23:00:00,162.50326188496106
2017-05-26 00:00:00,157.99750950218606
2017-05-26 01:00:00,156.92918853386763
2017-05-26 02:00:00,161.5405508148736
2017-05-26 03:00:00,155.9846849551865
2017-05-26 04:00:00,148.09350728627314
2017-05-26 05:00:00,166.37145788633427
2017-05-26 06:00:00,166.37145788633427
2017-05-26 07:00:00,161.7234307600243
2017-05-26 08:00:00,147.4941671901153
2017-05-26 09:00:00,146.62535509927952
2017-05-26 10:00:00,154.1580298478069
2017-05-26 11:00:00,152.61714915422
2017-05-26 12:00:00,150.58201632336787
2017-05-26 13:00:00,150.66823848309755
2017-05-26 14:00:00,154.34163054390592
2017-05-26 15:00:00,158.11764235820294
2017-05-26 16:00:00,166.64596961204958
2017-05-26 17:00:00,167.33954563259104
2017-05-26 18:00:00,166.48800420881756
2017-05-26 19:00:00,154.4140614834834
2017-05-26 20:00:00,148.5733734482356
2017-05-26 21:00:00,149.10163018242838
2017-05-26 22:00:00,149.3133675392031
2017-05-26 23:00:00,164.6907417895601
2017-05-27 00:00:00,170.21109977771457
2017-05-27 01:00:00,153.59304418767368
2017-05-27 02:00:00,170.9426976792515
2017-05-27 03:00:00,171.9257073914076
2017-05-27 04:00:00,173.27360403564285
2017-05-27 05:00:00,159.2553943426568
2017-05-27 06:00:00,159.2553943426568
2017-05-27 07:00:00,158.74340371261547
2017-05-27 08:00:00,156.845338183124
2017-05-27 09:00:00,161.4425430731711
2017-05-27 10:00:00,166.24323956599827
2017-05-27 11:00:00,167.44060857718824
2017-05-27 12:00:00,164.11292887426146
2017-05-27 13:00:00,166.30133899448498
2017-05-27 14:00:00,151.82463908734087
2017-05-27 15:00:00,147.77678279178832
2017-05-27 16:00:00,157.463060715051
2017-05-27 17:00:00,157.21822294858944
2017-05-27 18:00:00,149.9929610007028
2017-05-27 19:00:00,153.29838558661442
2017-05-27 20:00:00,172.10852878595458
2017-05-27 21:00:00,161.5224475436862
2017-05-27 22:00:00,163.4290197102928
2017-05-27 23:00:00,162.0738838483397
2017-05-28 00:00:00,171.45285385047802
2017-05-28 01:00:00,157.53635210587078
2017-05-28 02:00:00,153.17639570711665
2017-05-28 03:00:00,159.29452123258966
2017-05-28 04:00:00,168.49546488979243
2017-05-28 05:00:00,153.0386057052083
2017-05-28 06:00:00,150.9534233352021
2017-05-28 07:00:00,153.33019243545456
2017-05-28 08:00:00,153.7095970067106
2017-05-28 09:00:00,165.42841986437685
2017-05-28 10:00:00,149.06726046162657
2017-05-28 11:00:00,156.4968520453513
2017-05-28 12:00:00,158.06558425122012
2017-05-28 13:00:00,156.07229083806243
2017-05-28 14:00:00,158.41929896563286
2017-05-28 15:00:00,157.37621951405518
2017-05-28 16:00:00,155.09934917401478
2017-05-28 16:00:00,152.9150915065585
2017-05-28 17:00:00,154.3473125684456
2017-05-28 18:00:00,150.39319538177295
2017-05-28 19:00:00,157.9957080620784
2017-05-28 20:00:00,163.44178813740646
2017-05-28 21:00:00,143.55055433441186
2017-05-28 21:00:00,162.51680101568684
2017-05-28 22:00:00,148.6606321484055
2017-05-28 22:00:00,157.86504805574478
2017-05-28 23:00:00,159.39357611047245
2017-05-29 00:00:00,161.393028229418
2017-05-29 01:00:00,152.72056139571583
2017-05-29 02:00:00,164.1206206547419
2017-05-29 03:00:00,160.87498821705424
2017-05-29 04:00:00,153.57185770045677
2017-05-29 05:00:00,157.40768542562662
2017-05-29 06:00:00,160.6763617342307
2017-05-29 07:00:00,154.24575225578363
2017-05-29 08:00:00,151.4160417265511
2017-05-29 09:00:00,156.46993935715062
2017-05-29 10:00:00,152.1885744596633
2017-05-29 11:00:00,155.23417188571867
2017-05-29 11:00:00,150.84835166877858
2017-05-29 12:00:00,153.40453084511643
2017-05-29 12:00:00,150.70543196829368
