,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,knn_pred,et_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,7.053585727193677,7.122059881629142,6.476972362889683,7.649692623711514,7.769800996003896,902.0,491.0,1115.0,695.0,1213.0,1156.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7.390798521735676,6.608000625296087,5.552959584921617,4.736198448394496,5.82600010738045,735.0,577.0,785.0,804.0,753.0,1620.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.655991810819852,5.147494476813453,0.0,5.087596335232384,6.470799503782602,102.0,27.0,169.0,141.0,176.0,285.0
6,6.630683385642372,6.7580945044277305,6.432940092739179,6.481577129276431,5.638354669333745,1122.0,1106.0,1412.0,1228.0,1314.0,757.0
7,4.174387269895637,3.784189633918261,4.02535169073515,4.574710978503383,4.700480365792417,46.0,75.0,65.0,55.0,62.0,64.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,6.133398042996649,6.054439346269371,4.0943445622221,5.840641657373398,5.817111159963204,482.0,403.0,451.0,446.0,429.0,460.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5.910796644040527,6.0063531596017325,5.924255797414532,5.7899601708972535,6.030685260261263,412.0,379.0,412.0,389.0,398.0,368.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,6.091309882077698,4.07753744390572,5.19295685089021,5.996452088619021,6.645090969505644,202.0,170.0,226.0,240.0,169.0,441.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5.147494476813453,5.438079308923196,5.247024072160486,4.976733742420574,5.117993812416755,258.0,176.0,270.0,250.0,248.0,171.0
16,0.0,2.1972245773362196,2.3978952727983707,2.0794415416798357,4.983606621708336,14.0,32.0,14.0,10.0,17.0,0.0
17,7.396948602621014,7.436617265234227,7.507141079727608,7.261927092702751,5.5134287461649825,652.0,517.0,930.0,1084.0,1145.0,1630.0
18,5.8998973535824915,6.566672429803241,6.539585955617669,6.584791392385716,6.504288173536645,515.0,692.0,454.0,528.0,550.0,364.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,7.554334823725748,7.744569809354496,6.587550014824796,7.753623546559746,7.826443135456014,1224.0,982.0,1645.0,1857.0,2069.0,1908.0
21,6.3784261836515865,6.093569770045136,6.405228458030842,6.490723534502507,6.447305862541213,666.0,633.0,601.0,614.0,696.0,588.0
22,4.997212273764115,4.430816798843313,3.1354942159291497,3.4657359027997265,3.7376696182833684,52.0,54.0,60.0,62.0,80.0,147.0
23,5.545177444479562,5.293304824724492,5.293304824724492,5.736572297479192,5.676753802268282,212.0,348.0,217.0,269.0,257.0,255.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.467942332285852,7.47477218239787,7.528869256642251,7.065613363597717,7.1049654482698426,1362.0,841.0,1494.0,1302.0,1226.0,1750.0
26,4.127134385045092,3.4965075614664802,4.624972813284271,3.9318256327243257,3.4011973816621555,62.0,39.0,65.0,46.0,55.0,61.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4.882801922586371,5.117993812416755,5.25227342804663,5.814130531825066,5.834810737062605,139.0,116.0,160.0,162.0,191.0,131.0
29,7.113956109566034,7.264730177929867,6.9874902470009905,5.8888779583328805,6.898714534329988,1404.0,720.0,1307.0,1352.0,1236.0,1228.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,6.703188113240863,6.697034247666484,6.759255270663693,5.488937726156687,5.736572297479192,883.0,756.0,975.0,845.0,875.0,814.0
34,5.389071729816501,5.537334267018537,5.976350909297934,6.0112671744041615,6.113682179832232,171.0,132.0,186.0,174.0,202.0,218.0
35,7.643961949002529,7.331714969726466,6.154858094016418,6.725033642166843,6.618738983517219,1302.0,518.0,1572.0,1604.0,1327.0,2087.0
36,5.981414211254481,5.886104031450156,5.062595033026967,4.990432586778736,4.770684624465665,372.0,441.0,387.0,395.0,369.0,395.0
37,6.948897222313312,6.327936783729195,6.80903930604298,6.90975328164481,5.521460917862246,796.0,925.0,781.0,649.0,729.0,1041.0
38,5.14166355650266,5.056245805348308,5.545177444479562,5.389071729816501,5.4116460518550396,195.0,340.0,187.0,184.0,181.0,170.0
39,4.418840607796598,4.418840607796598,4.804021044733257,4.990432586778736,4.553876891600541,71.0,90.0,82.0,81.0,88.0,82.0
40,7.792348924113037,7.347943823148687,6.889591308354466,6.410174881966167,6.1070228877422545,564.0,746.0,1019.0,1483.0,1537.0,2421.0
41,3.332204510175204,0.0,4.477336814478207,3.044522437723423,5.41610040220442,17.0,45.0,19.0,18.0,18.0,27.0
42,5.746203190540153,5.8888779583328805,6.1070228877422545,5.834810737062605,5.517452896464707,265.0,715.0,262.0,219.0,254.0,312.0
43,4.418840607796598,4.804021044733257,4.990432586778736,4.553876891600541,5.545177444479562,96.0,140.0,107.0,114.0,136.0,82.0
44,4.700480365792417,4.955827057601261,4.912654885736052,5.5053315359323625,5.564520407322694,117.0,88.0,117.0,145.0,64.0,109.0
45,7.720461694599722,7.6760099320288875,7.731930721948486,7.261225091971921,7.781138509845015,867.0,672.0,1388.0,1868.0,1824.0,2253.0
46,2.772588722239781,2.70805020110221,3.4339872044851463,4.406719247264253,3.1780538303479458,36.0,115.0,35.0,30.0,28.0,15.0
47,5.198497031265826,5.986452005284438,5.976350909297934,4.532599493153256,4.59511985013459,203.0,166.0,284.0,281.0,302.0,180.0
48,5.5134287461649825,7.038783541388542,7.551186867296149,7.6093665379542115,7.453561871643373,761.0,1615.0,679.0,852.0,949.0,247.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.402677381872279,5.799092654460526,6.049733455231958,5.805134968916488,6.102558594613569,246.0,214.0,260.0,275.0,218.0,221.0
52,5.0369526024136295,4.912654885736052,4.6443908991413725,4.68213122712422,5.5093883366279774,161.0,105.0,146.0,108.0,155.0,153.0
53,5.932245187448011,6.037870919922137,6.154858094016418,6.429719478039138,6.852242569051878,342.0,512.0,350.0,381.0,363.0,376.0
54,7.80994708647679,7.717351272185329,6.97354301952014,7.767687277186908,7.793586803371584,2221.0,1656.0,2200.0,2154.0,1977.0,2464.0
55,7.2991214627108,7.335633981927201,7.360103972989152,7.360103972989152,7.086737934510577,1556.0,1155.0,1290.0,1240.0,1229.0,1478.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,6.142037405587356,6.674561391814426,6.398594934535208,6.272877006546167,6.249975242259483,641.0,390.0,356.0,461.0,437.0,464.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,7.171656822768514,7.283448228756631,7.647308832356238,7.706162970199576,7.1929342212158,997.0,1443.0,964.0,893.0,925.0,1301.0
61,7.597897950521784,7.301822342137932,7.3277805384216315,6.583409222158765,7.668093709082406,1336.0,1264.0,1344.0,1363.0,1216.0,1993.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5.594711379601839,4.727387818712341,4.276666119016055,4.882801922586371,5.117993812416755,189.0,318.0,144.0,129.0,127.0,268.0
64,6.393590753950631,6.453624998892692,6.066108090103747,5.902633333401366,5.54907608489522,675.0,451.0,630.0,662.0,636.0,597.0
65,7.338238150065589,7.353081920515432,6.875232087276577,6.652863029353347,6.171700597410915,1795.0,897.0,1711.0,1741.0,1675.0,1537.0
66,5.337538079701318,4.867534450455582,5.241747015059643,5.497168225293202,5.3612921657094255,195.0,215.0,169.0,157.0,173.0,207.0
67,4.653960350157523,5.802118375377063,3.9512437185814275,3.828641396489095,4.890349128221754,206.0,136.0,262.0,339.0,336.0,104.0
68,3.4657359027997265,3.713572066704308,3.6888794541139363,3.044522437723423,2.0794415416798357,43.0,58.0,44.0,48.0,54.0,31.0
69,6.714170529909472,7.074963197966044,7.5822291942764615,7.717351272185329,7.280697195384741,838.0,1342.0,866.0,672.0,702.0,823.0
70,6.505784060128229,6.878326468291325,7.197435354096591,7.20414929203594,7.074116816197362,802.0,1287.0,736.0,643.0,639.0,668.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,6.580639137284949,6.29156913955832,6.489204931325317,6.315358001522335,6.169610732491456,690.0,510.0,688.0,559.0,563.0,720.0
73,6.210600077024653,6.261491684321042,6.173786103901937,6.180016653652572,5.262690188904886,525.0,605.0,495.0,502.0,518.0,497.0
74,7.193685818395112,7.389563953677635,5.4680601411351315,5.7430031878094825,3.9318256327243257,1568.0,636.0,1093.0,1764.0,1479.0,1330.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1.6094379124341003,5.288267030694535,6.570882962339584,6.570882962339584,6.784457062637643,27.0,33.0,37.0,46.0,41.0,4.0
77,2.4849066497880004,3.713572066704308,4.127134385045092,3.367295829986474,5.886104031450156,51.0,61.0,59.0,70.0,72.0,11.0
78,5.062595033026967,4.653960350157523,4.762173934797756,4.543294782270004,4.59511985013459,178.0,247.0,162.0,158.0,144.0,157.0
79,7.150701457592526,7.449498005382849,7.666221925662725,7.664815785285735,6.775366090936392,1531.0,1681.0,1561.0,1419.0,1494.0,1274.0
80,4.430816798843313,4.543294782270004,4.6443908991413725,2.9444389791664403,4.382026634673881,113.0,122.0,94.0,97.0,125.0,83.0
81,4.941642422609304,6.068425588244111,6.595780513961311,7.108244139731541,7.228388451573604,142.0,214.0,131.0,130.0,186.0,139.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,5.0238805208462765,4.204692619390966,5.159055299214529,5.117993812416755,5.153291594497779,101.0,283.0,105.0,155.0,114.0,151.0
84,7.754052639035757,7.703007682479236,7.776535028185241,7.620705086838262,7.147559271189454,1817.0,1271.0,2117.0,2072.0,2022.0,2330.0
85,7.151485463904735,7.307202314764738,7.1098794630722715,6.794586580876499,7.545389749611823,1387.0,815.0,1010.0,1217.0,1072.0,1275.0
86,5.8916442118257715,6.257667587882639,6.324358962381311,6.48768401848461,6.659293919683638,455.0,469.0,430.0,467.0,411.0,361.0
87,6.0330862217988015,6.326149473155099,7.310550158534422,7.733245646529795,7.742835955430749,142.0,276.0,129.0,170.0,219.0,416.0
88,7.696212639346407,7.160845906664299,7.599901959208498,7.696212639346407,7.68662133494462,1428.0,1606.0,1596.0,1517.0,1562.0,2199.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,6.206575926724928,5.198497031265826,5.986452005284438,5.976350909297934,4.532599493153256,282.0,314.0,265.0,246.0,219.0,495.0
91,3.1780538303479458,4.0943445622221,3.4339872044851463,1.9459101490553132,5.123963979403259,50.0,99.0,61.0,65.0,51.0,23.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,5.19295685089021,5.8916442118257715,5.583496308781699,5.655991810819852,5.934894195619588,271.0,239.0,285.0,276.0,243.0,179.0
94,7.500529485395295,7.351158226430694,7.502738210754851,7.20934025660291,7.254884810077338,1617.0,1288.0,1600.0,1331.0,1413.0,1808.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6.729824070489475,6.495265555937008,6.236369590203704,5.991464547107982,5.796057750765372,804.0,1350.0,736.0,763.0,734.0,836.0
97,6.298949246855942,6.226536669287466,6.280395838960195,6.289715570908998,4.787491742782046,562.0,584.0,546.0,493.0,471.0,543.0
98,5.298317366548036,4.859812404361672,4.852030263919617,4.356708826689592,6.386879319362645,157.0,101.0,140.0,132.0,177.0,199.0
99,7.074963197966044,7.162397497355718,7.399398083331354,7.363913501405819,7.552237287560802,887.0,1446.0,861.0,917.0,1076.0,1181.0
100,4.844187086458591,5.176149732573829,5.0369526024136295,4.6443908991413725,4.700480365792417,97.0,92.0,116.0,108.0,122.0,126.0
101,5.749392985908253,6.100318952020064,6.100318952020064,6.434546518787453,6.3473892096560105,516.0,495.0,560.0,601.0,618.0,313.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,5.568344503761097,5.648974238161206,5.713732805509369,6.137727054086234,6.19644412779452,156.0,287.0,193.0,240.0,309.0,261.0
106,5.424950017481403,6.652863029353347,6.748759547491679,6.761572768804055,5.872117789475416,374.0,330.0,414.0,365.0,525.0,226.0
107,6.161207321695077,5.68697535633982,4.663439094112067,4.700480365792417,3.970291913552122,262.0,438.0,312.0,369.0,379.0,473.0
108,6.5337888379333435,5.958424693029782,5.752572638825633,5.176149732573829,5.594711379601839,355.0,727.0,170.0,405.0,344.0,687.0
109,6.530877627725885,6.311734809152915,6.028278520230698,5.673323267171493,5.66988092298052,610.0,472.0,593.0,646.0,616.0,685.0
110,5.159055299214529,5.673323267171493,4.23410650459726,4.897839799950911,5.855071922202427,308.0,57.0,333.0,316.0,295.0,173.0
111,5.147494476813453,4.844187086458591,5.176149732573829,5.37989735354046,5.351858133476067,109.0,77.0,78.0,108.0,64.0,171.0
112,7.049254841255837,6.651571873589727,5.749392985908253,5.3612921657094255,4.997212273764115,682.0,761.0,739.0,676.0,570.0,1151.0
113,3.4657359027997265,4.61512051684126,5.25227342804663,5.384495062789089,5.087596335232384,37.0,53.0,51.0,43.0,47.0,31.0
114,6.095824562432225,5.932245187448011,5.8805329864007,5.924255797414532,5.66988092298052,398.0,449.0,393.0,372.0,377.0,443.0
115,5.872117789475416,5.697093486505405,5.707110264748875,5.717027701406222,6.008813185442595,235.0,231.0,265.0,306.0,374.0,354.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,7.347943823148687,6.889591308354466,6.410174881966167,6.1070228877422545,6.408528791059498,1264.0,1036.0,1163.0,1292.0,1353.0,1552.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2.772588722239781,2.772588722239781,4.007333185232471,5.25227342804663,5.262690188904886,16.0,29.0,19.0,12.0,16.0,15.0
121,6.555356891810665,6.630683385642372,6.7580945044277305,6.432940092739179,6.481577129276431,819.0,1144.0,855.0,832.0,863.0,702.0
122,7.293697720601438,7.236339342754344,7.275864600546533,6.792344427470809,7.262628600974241,1415.0,1080.0,1350.0,1421.0,1421.0,1470.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,3.5553480614894135,3.4339872044851463,3.2188758248682006,3.332204510175204,3.1780538303479458,42.0,37.0,43.0,34.0,39.0,34.0
125,6.274762021241939,6.148468295917647,6.263398262591624,6.192362489474872,6.368187186350492,449.0,477.0,472.0,452.0,490.0,530.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,6.066108090103747,6.095824562432225,5.958424693029782,5.762051382780177,5.6240175061873385,573.0,570.0,606.0,520.0,519.0,430.0
128,7.645875825184813,7.614312146452,7.80016307039296,7.81762544305337,7.6255950721324535,1908.0,1769.0,1742.0,1874.0,1830.0,2091.0
129,5.855071922202427,6.285998094508865,6.444131256700441,6.282266746896006,6.220590170099739,306.0,344.0,271.0,265.0,339.0,348.0
130,6.566672429803241,7.19668657083435,7.275864600546533,7.336936913707618,7.493317248862145,859.0,1014.0,719.0,789.0,1038.0,710.0
131,5.53338948872752,3.9318256327243257,3.091042453358316,0.0,2.6390573296152584,45.0,82.0,31.0,52.0,45.0,252.0
132,7.234177179749849,7.591357046698551,7.731492029245684,7.771488760117616,7.708410667257367,1748.0,1596.0,1746.0,1767.0,1751.0,1385.0
133,7.138073034044347,6.664409020350408,6.366470447731438,6.698268054115413,6.796823718274855,983.0,763.0,999.0,913.0,892.0,1258.0
