,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,knn_pred,et_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.449498005382849,7.666221925662725,7.664815785285735,6.775366090936392,5.945420608606575,2100.0,1512.0,2028.0,1928.0,1807.0,1718.0
2,3.091042453358316,4.499809670330265,5.327876168789581,5.641907070938114,5.641907070938114,40.0,47.0,45.0,32.0,42.0,21.0
3,7.784889295655098,7.784889295655098,7.505492274737424,7.421775793644647,5.247024072160486,1887.0,1097.0,1956.0,1668.0,1894.0,2403.0
4,7.020190708311925,7.253470382684528,7.1308988302963465,7.224753405767971,7.352441100243583,1205.0,1148.0,1212.0,1346.0,1238.0,1118.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5.860786223465865,5.720311776607412,5.707110264748875,5.948034989180646,5.82600010738045,438.0,668.0,373.0,411.0,423.0,350.0
7,7.273092595999522,6.335054251498059,6.1463292576688975,5.8944028342648505,5.783825182329737,660.0,829.0,630.0,832.0,664.0,1440.0
8,6.490723534502507,6.447305862541213,6.588926477533519,6.565264970035361,6.311734809152915,636.0,573.0,671.0,598.0,638.0,658.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7.461065514354283,6.844815479208263,6.461468176353717,6.55250788703459,4.969813299576001,1169.0,850.0,1222.0,1163.0,1230.0,1738.0
11,5.616771097666572,5.616771097666572,5.616771097666572,7.075808863978387,6.97354301952014,246.0,492.0,179.0,152.0,173.0,274.0
12,6.133398042996649,6.054439346269371,4.0943445622221,5.840641657373398,5.817111159963204,470.0,328.0,443.0,472.0,428.0,460.0
13,7.355641102974253,7.350516171833998,7.356279876550748,7.313886831633462,7.229113877793302,1619.0,1808.0,1500.0,1611.0,1553.0,1564.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,7.20934025660291,5.87493073085203,6.7464121285733745,7.089243155027514,7.362010551259734,970.0,1009.0,931.0,934.0,737.0,1351.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4.574710978503383,4.9344739331306915,6.439350371100098,7.180069874302796,7.627057417018934,24.0,45.0,24.0,60.0,42.0,96.0
19,7.779466967458324,7.743269700829004,7.80710329012598,7.785720896534624,7.760893195851024,2095.0,1922.0,2060.0,2116.0,2035.0,2390.0
20,6.902742737158593,7.049254841255837,6.651571873589727,5.749392985908253,5.3612921657094255,793.0,577.0,709.0,794.0,688.0,994.0
21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,4.276666119016055,4.454347296253507,4.31748811353631,4.6913478822291435,4.394449154672439,74.0,137.0,95.0,91.0,97.0,71.0
23,6.07073772800249,6.202535517187923,6.313548046277095,6.248042874508429,6.39024066706535,353.0,476.0,347.0,340.0,296.0,432.0
24,4.962844630259907,6.6039438246004725,6.208590026096629,6.42648845745769,6.450470422144176,352.0,217.0,411.0,364.0,406.0,142.0
25,4.718498871295094,4.382026634673881,0.0,4.0943445622221,3.9512437185814275,95.0,41.0,112.0,87.0,77.0,111.0
26,6.359573868672378,6.267200548541362,6.082218910376446,6.082218910376446,6.20455776256869,458.0,474.0,455.0,505.0,531.0,577.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.9459101490553132,4.330733340286331,5.298317366548036,5.575949103146316,5.966146739123692,107.0,174.0,179.0,112.0,81.0,6.0
29,4.23410650459726,4.9344739331306915,5.872117789475416,6.263398262591624,6.317164686747284,20.0,31.0,11.0,28.0,32.0,68.0
30,4.219507705176107,4.653960350157523,5.58724865840025,5.908082938168931,6.198478716492308,72.0,82.0,58.0,61.0,57.0,67.0
31,5.375278407684165,4.9344739331306915,4.382026634673881,3.8501476017100584,5.262690188904886,141.0,326.0,156.0,230.0,169.0,215.0
32,6.802394763324311,7.31455283232408,5.484796933490655,7.094234845924755,7.731930721948486,1133.0,853.0,1050.0,1286.0,1422.0,899.0
33,4.948759890378168,6.030685260261263,5.356586274672012,3.5263605246161616,3.5263605246161616,399.0,223.0,383.0,391.0,407.0,140.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,5.605802066295998,5.932245187448011,6.037870919922137,6.154858094016418,6.429719478039138,249.0,179.0,270.0,260.0,217.0,271.0
36,6.90875477931522,6.483107351457199,6.272877006546167,4.219507705176107,6.792344427470809,631.0,596.0,727.0,728.0,657.0,1000.0
37,5.541263545158426,5.1647859739235145,5.375278407684165,4.564348191467836,4.700480365792417,199.0,266.0,141.0,144.0,151.0,254.0
38,4.204692619390966,2.302585092994046,3.828641396489095,3.6375861597263857,4.1588830833596715,23.0,43.0,28.0,30.0,13.0,66.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
