,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,knn_pred,et_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.418840607796598,4.804021044733257,4.990432586778736,4.553876891600541,5.545177444479562,92.0,120.0,102.0,101.0,130.0,82.0
4,5.4680601411351315,5.857933154483459,5.093750200806762,5.631211781821365,6.16541785423142,321.0,236.0,314.0,295.0,232.0,236.0
5,6.304448802421981,6.326149473155099,6.523562306149512,6.523562306149512,6.682108597449809,577.0,737.0,621.0,620.0,614.0,546.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.1298987149230735,5.407171771460119,5.342334251964811,5.529429087511423,5.594711379601839,119.0,161.0,120.0,110.0,123.0,168.0
8,7.62608275807238,7.665284718471351,7.627057417018934,7.526717561352706,7.305860032684009,1791.0,1884.0,1946.0,1983.0,1976.0,2050.0
9,3.713572066704308,4.812184355372417,5.700443573390687,5.8888779583328805,6.720220155135295,51.0,54.0,43.0,46.0,44.0,40.0
10,5.676753802268282,5.241747015059643,5.739792912179234,5.823045895483019,5.472270673671475,276.0,396.0,248.0,244.0,263.0,291.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4.204692619390966,3.784189633918261,3.828641396489095,3.58351893845611,3.1780538303479458,52.0,35.0,57.0,45.0,66.0,66.0
13,6.738152494595957,6.1463292576688975,6.732210706467206,6.665683717782408,6.548219102762372,899.0,688.0,867.0,694.0,840.0,843.0
14,7.738488122494646,7.594381242551817,7.085064293952548,7.463363045520021,7.696667081526462,2093.0,1987.0,2025.0,1480.0,1704.0,2294.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,7.2399325913204695,6.124683390894205,7.205635176410364,7.370860166536716,7.2456550675945355,1344.0,955.0,1191.0,1520.0,737.0,1393.0
17,6.289715570908998,7.325807502595773,7.40184157874383,7.396948602621014,7.396948602621014,1030.0,1503.0,1112.0,1166.0,1278.0,538.0
18,5.7745515455444085,6.066108090103747,6.095824562432225,5.958424693029782,5.762051382780177,349.0,429.0,353.0,423.0,358.0,321.0
19,6.890609120147166,7.286191714702382,7.533158807455563,7.755767170102998,7.773594467360194,1012.0,1080.0,954.0,996.0,988.0,982.0
20,6.473890696352274,6.833031732786201,6.897704943128636,6.8690144506657065,6.4425401664681985,768.0,747.0,782.0,885.0,793.0,647.0
21,5.62040086571715,5.3706380281276624,5.111987788356544,4.68213122712422,2.6390573296152584,212.0,202.0,216.0,245.0,259.0,275.0
22,6.588926477533519,7.664346632098617,7.776535028185241,7.8156105320351905,6.873163834212518,1239.0,836.0,1291.0,1317.0,1234.0,726.0
23,6.349138991379798,6.57507584059962,6.57507584059962,6.633318433280377,6.7464121285733745,342.0,571.0,341.0,357.0,442.0,571.0
24,5.017279836814924,5.231108616854587,5.247024072160486,4.59511985013459,3.091042453358316,190.0,272.0,212.0,228.0,243.0,150.0
25,6.1224928095143865,5.796057750765372,5.768320995793772,5.575949103146316,4.189654742026425,339.0,410.0,343.0,375.0,373.0,455.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4.969813299576001,5.231108616854587,4.795790545596741,2.0794415416798357,4.718498871295094,83.0,63.0,108.0,130.0,142.0,143.0
28,5.030437921392435,4.875197323201151,4.68213122712422,4.454347296253507,4.394449154672439,180.0,197.0,164.0,144.0,163.0,152.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5.170483995038151,4.343805421853684,4.343805421853684,4.110873864173311,3.6375861597263857,317.0,322.0,224.0,209.0,129.0,175.0
32,5.438079308923196,5.438079308923196,5.840641657373398,6.856461984594587,7.301147805856032,50.0,24.0,109.0,161.0,72.0,229.0
33,6.806829360392176,6.480044561926653,6.816735880594968,6.511745329644728,6.981934677156389,876.0,696.0,762.0,856.0,1027.0,903.0
34,7.156176637480615,7.026426808699636,6.639875833826536,6.637258031284457,7.461065514354283,1069.0,1089.0,1108.0,1254.0,1228.0,1281.0
35,6.726233402358747,7.105786129481271,6.410174881966167,5.932245187448011,4.969813299576001,1229.0,621.0,1194.0,1180.0,1097.0,833.0
36,5.8944028342648505,5.872117789475416,6.144185634125646,5.568344503761097,5.8377304471659395,478.0,386.0,481.0,522.0,586.0,362.0
37,6.853299093186078,6.763884908562435,6.9440872082295275,5.583496308781699,5.087596335232384,789.0,861.0,778.0,900.0,835.0,946.0
38,6.410174881966167,6.20455776256869,6.20455776256869,6.754604099487962,6.408528791059498,403.0,651.0,495.0,454.0,480.0,607.0
39,5.541263545158426,5.541263545158426,6.214608098422191,6.003887067106539,6.186208623900494,211.0,270.0,175.0,148.0,141.0,254.0
40,6.46302945692067,6.139884552226255,5.303304908059076,4.882801922586371,5.655991810819852,532.0,633.0,518.0,559.0,512.0,640.0
41,4.762173934797756,3.784189633918261,6.175867270105761,6.212606095751519,6.131226489483141,5.0,20.0,24.0,10.0,27.0,116.0
42,4.59511985013459,2.9444389791664403,2.8903717578961645,2.833213344056216,4.060443010546419,32.0,145.0,23.0,33.0,33.0,98.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,6.878326468291325,6.150602768446279,5.521460917862246,4.859812404361672,4.110873864173311,573.0,557.0,522.0,643.0,608.0,970.0
45,5.356586274672012,6.342121418721152,6.6293632534374485,6.635946555686647,5.780743515792329,487.0,468.0,477.0,487.0,471.0,211.0
46,7.087573705557973,7.093404625868766,7.0825485693553,6.09807428216624,6.059123195581797,1686.0,1134.0,1526.0,1283.0,1227.0,1196.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,6.478509642208569,6.29156913955832,6.230481447578482,6.18826412308259,5.814130531825066,467.0,701.0,479.0,487.0,497.0,650.0
49,6.894670039433482,7.232733136177615,7.348587530927593,7.310550158534422,7.1731917424865985,1210.0,1139.0,1289.0,1315.0,1343.0,986.0
50,4.890349128221754,7.173958319756794,6.794586580876499,7.67786350067821,7.441906728051625,288.0,186.0,303.0,330.0,245.0,132.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,4.0943445622221,4.912654885736052,5.267858159063328,5.402677381872279,5.5254529391317835,47.0,116.0,43.0,59.0,68.0,59.0
53,3.367295829986474,4.1588830833596715,5.58724865840025,6.192362489474872,6.068425588244111,46.0,120.0,49.0,26.0,33.0,28.0
54,7.060476365999801,6.551080335043404,5.147494476813453,5.3612921657094255,5.2832037287379885,847.0,821.0,789.0,815.0,729.0,1164.0
55,7.113956109566034,7.264730177929867,6.9874902470009905,5.8888779583328805,6.898714534329988,1630.0,1167.0,1511.0,1555.0,1251.0,1228.0
56,7.254177846456518,7.115582126184454,6.823286122355687,5.768320995793772,5.808142489980444,1374.0,978.0,1289.0,1199.0,1167.0,1413.0
57,6.56244409369372,6.436150368369428,6.302618975744905,5.616771097666572,6.682108597449809,601.0,530.0,600.0,564.0,561.0,707.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,6.272877006546167,6.272877006546167,6.297109319933935,5.356586274672012,6.175867270105761,517.0,524.0,514.0,507.0,478.0,529.0
60,4.955827057601261,5.262690188904886,3.4011973816621555,3.4011973816621555,5.438079308923196,216.0,202.0,206.0,218.0,246.0,141.0
61,4.700480365792417,2.0794415416798357,4.770684624465665,5.940171252720432,6.0112671744041615,14.0,36.0,19.0,19.0,59.0,109.0
62,5.41610040220442,5.736572297479192,3.1354942159291497,5.730099782973574,5.717027701406222,378.0,377.0,387.0,442.0,348.0,224.0
63,5.459585514144159,5.44673737166631,5.220355825078324,5.030437921392435,4.852030263919617,223.0,207.0,220.0,247.0,255.0,234.0
64,5.8522024797744745,6.406879986069314,6.163314804034641,6.2285110035911835,6.173786103901937,292.0,326.0,304.0,359.0,336.0,347.0
65,6.483107351457199,6.504288173536645,7.009408932708637,6.767343125265392,6.761572768804055,793.0,699.0,807.0,827.0,932.0,653.0
66,3.4657359027997265,3.2188758248682006,4.51085950651685,6.154858094016418,6.154858094016418,47.0,68.0,103.0,30.0,63.0,31.0
67,6.376726947898627,7.558516743045645,7.416979621381154,7.242082359256962,6.812345094177479,1052.0,1069.0,1288.0,1465.0,1300.0,587.0
68,7.768956044538332,7.6093665379542115,7.633853559681768,6.742880635791903,7.650168700845001,1972.0,1819.0,2008.0,1958.0,1942.0,2365.0
69,4.204692619390966,3.1780538303479458,3.9318256327243257,4.430816798843313,5.720311776607412,34.0,79.0,21.0,23.0,23.0,66.0
