,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,hu_pred,ls_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,7.508787170634276,7.610357618312838,7.539027055823995,7.629489916393995,7.537430036586509,726.0,304.0,1810.0,1807.0,1603.0,1823.0
1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
3,2.70805020110221,3.044522437723423,4.852030263919617,5.820082930352362,6.042632833682381,201.0,86.0,139.0,172.0,158.0,14.0
4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5,6.093569770045136,6.028278520230698,5.840641657373398,5.783825182329737,5.3230099791384085,472.0,217.0,496.0,464.0,471.0,442.0
6,6.55250788703459,6.637258031284457,6.79346613258001,6.637258031284457,6.70073110954781,716.0,249.0,699.0,691.0,700.0,700.0
7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8,6.056784013228625,6.056784013228625,6.26530121273771,5.746203190540153,5.8888779583328805,585.0,218.0,414.0,409.0,431.0,426.0
9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
10,6.061456918928017,5.805134968916488,5.683579767338681,5.598421958998375,5.7430031878094825,340.0,205.0,237.0,264.0,287.0,428.0
11,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
13,4.6443908991413725,4.110873864173311,4.6443908991413725,3.8501476017100584,4.624972813284271,166.0,127.0,51.0,50.0,75.0,103.0
14,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
15,7.597396320212795,7.081708586105575,7.789040401657477,7.773173680482536,7.334981878871814,799.0,273.0,1696.0,1668.0,1402.0,1992.0
16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
18,5.631211781821365,4.31748811353631,4.465908118654584,4.955827057601261,4.127134385045092,232.0,136.0,113.0,106.0,124.0,278.0
19,6.008813185442595,5.53338948872752,5.407171771460119,5.187385805840755,5.342334251964811,340.0,192.0,216.0,255.0,264.0,406.0
20,6.333279628139691,6.148468295917647,5.572154032177765,3.6888794541139363,4.941642422609304,397.0,223.0,511.0,469.0,456.0,562.0
21,3.044522437723423,5.4510384535657,6.716594773520978,7.132497551660044,7.247080584585756,205.0,188.0,37.0,21.0,41.0,20.0
22,6.555356891810665,6.317164686747284,6.26530121273771,5.961005339623274,6.396929655216146,704.0,232.0,484.0,543.0,558.0,702.0
23,6.131226489483141,6.037870919922137,6.309918278226516,3.6888794541139363,3.6888794541139363,389.0,217.0,254.0,390.0,396.0,459.0
24,5.627621113690637,5.720311776607412,5.723585101952381,5.993961427306569,5.771441123130016,429.0,201.0,172.0,181.0,189.0,277.0
25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
