,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,hu_pred,ls_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,5.075173815233827,3.713572066704308,2.6390573296152584,3.1780538303479458,4.330733340286331,120.0,111.0,48.0,61.0,62.0,159.0
1,4.1588830833596715,4.6913478822291435,4.962844630259907,4.718498871295094,4.442651256490317,225.0,151.0,101.0,72.0,100.0,63.0
2,7.1731917424865985,7.075808863978387,5.575949103146316,6.75110146893676,6.756932389247553,685.0,269.0,1204.0,1195.0,1085.0,1303.0
3,7.81762544305337,7.6255950721324535,7.356918242356021,7.396335293800808,7.731492029245684,1114.0,299.0,2172.0,1963.0,2044.0,2483.0
4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5,5.262690188904886,4.418840607796598,3.784189633918261,0.0,0.0,15.0,140.0,96.0,97.0,77.0,192.0
6,6.92951677076365,7.711548979629146,7.467942332285852,7.47477218239787,7.528869256642251,698.0,304.0,1696.0,1593.0,1602.0,1021.0
7,7.068172000388042,7.377133712833954,7.3864708488298945,7.239214973779806,7.202661196523238,634.0,285.0,946.0,1168.0,1211.0,1173.0
8,6.261491684321042,6.731018100482083,6.626717749249025,6.1092475827643655,6.450470422144176,478.0,250.0,718.0,701.0,601.0,523.0
9,5.793013608384144,6.20050917404269,5.849324779946859,5.869296913133774,5.4680601411351315,385.0,223.0,370.0,370.0,345.0,327.0
10,4.219507705176107,3.1354942159291497,3.4657359027997265,5.030437921392435,5.438079308923196,187.0,89.0,113.0,137.0,87.0,67.0
11,5.0369526024136295,5.062595033026967,5.337538079701318,5.278114659230517,2.995732273553991,236.0,168.0,178.0,168.0,187.0,153.0
12,5.365976015021851,5.111987788356544,5.049856007249537,5.351858133476067,5.288267030694535,325.0,170.0,201.0,177.0,193.0,213.0
13,5.247024072160486,6.306275286948016,6.3578422665081,6.539585955617669,6.625392368007956,524.0,228.0,249.0,320.0,372.0,189.0
14,2.833213344056216,2.833213344056216,2.9444389791664403,4.110873864173311,2.8903717578961645,79.0,79.0,17.0,12.0,24.0,16.0
15,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
16,6.741700694652055,6.20050917404269,6.18826412308259,6.322565239927284,6.3835066348840055,707.0,223.0,569.0,518.0,511.0,846.0
17,5.579729825986222,5.594711379601839,4.727387818712341,4.276666119016055,4.882801922586371,295.0,193.0,377.0,384.0,322.0,264.0
18,6.194405391104672,5.176149732573829,5.438079308923196,4.6443908991413725,5.14166355650266,347.0,173.0,216.0,214.0,199.0,489.0
19,6.371611847231857,5.476463551931511,5.746203190540153,5.327876168789581,4.653960350157523,372.0,187.0,453.0,452.0,362.0,584.0
20,5.537334267018537,5.262690188904886,5.4510384535657,5.159055299214529,4.736198448394496,276.0,177.0,203.0,153.0,193.0,253.0
21,6.142037405587356,6.444131256700441,6.326149473155099,6.075346031088684,6.408528791059498,554.0,235.0,619.0,684.0,668.0,464.0
22,7.242082359256962,7.213031659834869,7.591861714889934,7.66105638236183,7.649216319820633,760.0,276.0,1380.0,1370.0,1323.0,1396.0
23,6.787844982309579,6.841615476477592,7.033506484287697,7.486613313139955,7.116394144093465,725.0,256.0,1066.0,895.0,917.0,886.0
24,6.278521424165844,6.293419278846481,5.84354441703136,5.303304908059076,5.476463551931511,504.0,227.0,524.0,634.0,635.0,532.0
25,6.234410725718371,6.309918278226516,6.210600077024653,6.432940092739179,6.1224928095143865,500.0,228.0,461.0,470.0,494.0,509.0
26,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
28,6.738152494595957,6.1463292576688975,6.732210706467206,6.665683717782408,6.548219102762372,765.0,220.0,723.0,710.0,795.0,843.0
29,5.645446897643238,5.1298987149230735,5.351858133476067,4.8283137373023015,4.418840607796598,229.0,171.0,123.0,100.0,121.0,282.0
30,6.1070228877422545,6.408528791059498,6.182084906716632,5.82600010738045,5.707110264748875,444.0,233.0,607.0,690.0,629.0,448.0
31,6.754604099487962,6.831953565565855,6.879355804460439,6.71295620067707,6.561030665896573,570.0,255.0,765.0,799.0,783.0,857.0
32,5.0106352940962555,4.574710978503383,4.02535169073515,4.007333185232471,4.204692619390966,187.0,146.0,91.0,93.0,92.0,149.0
33,5.752572638825633,5.8664680569332965,4.948759890378168,6.368187186350492,6.352629396319567,387.0,206.0,393.0,445.0,365.0,314.0
