,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,hu_pred,ls_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,7.053585727193677,7.122059881629142,6.476972362889683,7.649692623711514,7.769800996003896,719.0,272.0,1022.0,695.0,1213.0,1156.0
1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2,7.390798521735676,6.608000625296087,5.552959584921617,4.736198448394496,5.82600010738045,436.0,245.0,794.0,804.0,753.0,1620.0
3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5,5.655991810819852,5.147494476813453,0.0,5.087596335232384,6.470799503782602,56.0,172.0,180.0,141.0,176.0,285.0
6,6.630683385642372,6.7580945044277305,6.432940092739179,6.481577129276431,5.638354669333745,661.0,253.0,1345.0,1228.0,1314.0,757.0
7,4.174387269895637,3.784189633918261,4.02535169073515,4.574710978503383,4.700480365792417,163.0,114.0,58.0,55.0,62.0,64.0
8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
9,6.133398042996649,6.054439346269371,4.0943445622221,5.840641657373398,5.817111159963204,353.0,216.0,448.0,446.0,429.0,460.0
10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
11,5.910796644040527,6.0063531596017325,5.924255797414532,5.7899601708972535,6.030685260261263,495.0,214.0,403.0,389.0,398.0,368.0
12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
13,6.091309882077698,4.07753744390572,5.19295685089021,5.996452088619021,6.645090969505644,254.0,126.0,217.0,240.0,169.0,441.0
14,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
15,5.147494476813453,5.438079308923196,5.247024072160486,4.976733742420574,5.117993812416755,339.0,186.0,250.0,250.0,248.0,171.0
16,0.0,2.1972245773362196,2.3978952727983707,2.0794415416798357,4.983606621708336,55.0,59.0,14.0,10.0,17.0,0.0
17,7.396948602621014,7.436617265234227,7.507141079727608,7.261927092702751,5.5134287461649825,877.0,290.0,1065.0,1084.0,1145.0,1630.0
18,5.8998973535824915,6.566672429803241,6.539585955617669,6.584791392385716,6.504288173536645,646.0,243.0,469.0,528.0,550.0,364.0
19,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
20,7.554334823725748,7.744569809354496,6.587550014824796,7.753623546559746,7.826443135456014,960.0,308.0,1576.0,1857.0,2069.0,1908.0
21,6.3784261836515865,6.093569770045136,6.405228458030842,6.490723534502507,6.447305862541213,772.0,218.0,576.0,614.0,696.0,588.0
22,4.997212273764115,4.430816798843313,3.1354942159291497,3.4657359027997265,3.7376696182833684,126.0,141.0,50.0,62.0,80.0,147.0
23,5.545177444479562,5.293304824724492,5.293304824724492,5.736572297479192,5.676753802268282,369.0,179.0,216.0,269.0,257.0,255.0
24,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
25,7.467942332285852,7.47477218239787,7.528869256642251,7.065613363597717,7.1049654482698426,605.0,292.0,1569.0,1302.0,1226.0,1750.0
26,4.127134385045092,3.4965075614664802,4.624972813284271,3.9318256327243257,3.4011973816621555,142.0,103.0,66.0,46.0,55.0,61.0
27,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
28,4.882801922586371,5.117993812416755,5.25227342804663,5.814130531825066,5.834810737062605,275.0,171.0,168.0,162.0,191.0,131.0
29,7.113956109566034,7.264730177929867,6.9874902470009905,5.8888779583328805,6.898714534329988,608.0,280.0,1288.0,1352.0,1236.0,1228.0
30,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
33,6.703188113240863,6.697034247666484,6.759255270663693,5.488937726156687,5.736572297479192,705.0,249.0,903.0,845.0,875.0,814.0
34,5.389071729816501,5.537334267018537,5.976350909297934,6.0112671744041615,6.113682179832232,333.0,191.0,197.0,174.0,202.0,218.0
35,7.643961949002529,7.331714969726466,6.154858094016418,6.725033642166843,6.618738983517219,687.0,284.0,1579.0,1604.0,1327.0,2087.0
