,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,hu_pred,ls_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,4.812184355372417,5.3706380281276624,5.598421958998375,5.0238805208462765,4.204692619390966,346.0,184.0,247.0,220.0,236.0,122.0
1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2,6.352629396319567,6.4425401664681985,6.555356891810665,6.630683385642372,6.7580945044277305,797.0,238.0,736.0,650.0,649.0,573.0
3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
4,4.852030263919617,5.247024072160486,5.648974238161206,5.5134287461649825,5.948034989180646,380.0,178.0,239.0,277.0,300.0,127.0
5,5.093750200806762,5.111987788356544,5.638354669333745,5.375278407684165,5.932245187448011,379.0,172.0,157.0,166.0,185.0,162.0
6,7.688455356549944,7.581209826196346,7.492760300922379,7.492760300922379,7.40184157874383,1002.0,301.0,1781.0,1868.0,1794.0,2182.0
7,7.047517221357296,7.106606137727303,6.990256500493881,7.122059881629142,7.249925536717988,987.0,274.0,1197.0,1073.0,1089.0,1149.0
8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
10,6.690842277418564,6.037870919922137,5.905361848054571,4.77912349311153,5.641907070938114,442.0,217.0,514.0,522.0,461.0,804.0
11,6.335054251498059,6.278521424165844,6.171700597410915,6.171700597410915,6.698268054115413,451.0,229.0,465.0,401.0,310.0,563.0
12,4.204692619390966,3.367295829986474,3.4011973816621555,0.6931471805599453,0.0,25.0,98.0,71.0,54.0,33.0,66.0
13,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
14,6.511745329644728,6.981934677156389,6.530877627725885,6.340359303727752,6.159095388491933,790.0,267.0,1044.0,1097.0,1080.0,672.0
15,5.69035945432406,5.552959584921617,5.834810737062605,5.288267030694535,4.948759890378168,359.0,193.0,310.0,293.0,288.0,295.0
16,7.443663683115591,7.768956044538332,7.6093665379542115,7.633853559681768,6.742880635791903,837.0,312.0,1714.0,1713.0,1547.0,1708.0
17,6.324358962381311,6.298949246855942,6.576469569048224,5.424950017481403,6.192362489474872,674.0,230.0,534.0,534.0,516.0,557.0
18,6.222576268071369,5.5134287461649825,5.5134287461649825,5.5134287461649825,6.2166061010848646,501.0,191.0,373.0,414.0,443.0,503.0
19,6.80903930604298,7.333676395657684,7.108244139731541,7.293697720601438,7.109062135687172,694.0,287.0,1201.0,1151.0,1182.0,905.0
20,5.68697535633982,3.7376696182833684,3.7376696182833684,3.7376696182833684,3.7376696182833684,160.0,112.0,41.0,97.0,56.0,294.0
21,4.897839799950911,5.153291594497779,5.1298987149230735,5.231108616854587,5.075173815233827,338.0,173.0,289.0,229.0,222.0,133.0
22,3.9889840465642745,3.332204510175204,2.772588722239781,3.6375861597263857,3.8501476017100584,115.0,97.0,45.0,46.0,42.0,53.0
23,5.429345628954441,5.075173815233827,4.867534450455582,5.093750200806762,3.784189633918261,273.0,170.0,174.0,175.0,186.0,227.0
24,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
26,6.331501849893691,6.363028103540465,6.505784060128229,5.60947179518496,6.3578422665081,668.0,233.0,622.0,574.0,629.0,561.0
27,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
30,6.639875833826536,6.670766320845874,6.532334292222349,5.568344503761097,5.4510384535657,586.0,250.0,772.0,797.0,746.0,764.0
31,5.805134968916488,5.793013608384144,6.0063531596017325,6.030685260261263,5.918893854273146,443.0,204.0,297.0,350.0,367.0,331.0
32,4.110873864173311,3.6109179126442243,4.143134726391533,5.19295685089021,5.081404364984463,141.0,107.0,20.0,36.0,30.0,60.0
33,7.766840537085513,7.355001921105257,6.874198495453294,7.305188215393037,7.44716835960004,805.0,288.0,767.0,980.0,1012.0,2360.0
34,6.306275286948016,6.234410725718371,5.777652323222656,5.288267030694535,4.890349128221754,411.0,227.0,501.0,434.0,420.0,547.0
35,4.672828834461906,3.8066624897703196,4.564348191467836,4.634728988229636,5.1298987149230735,158.0,115.0,47.0,51.0,41.0,106.0
36,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
37,4.51085950651685,5.5053315359323625,5.209486152841421,5.170483995038151,5.986452005284438,411.0,190.0,322.0,260.0,271.0,90.0
38,4.174387269895637,3.784189633918261,4.02535169073515,4.574710978503383,4.700480365792417,179.0,114.0,48.0,47.0,59.0,64.0
39,6.860663671448287,6.860663671448287,6.9440872082295275,6.803505257608338,6.802394763324311,731.0,260.0,1031.0,1056.0,1021.0,953.0
40,5.575949103146316,4.189654742026425,4.653960350157523,2.833213344056216,4.0943445622221,176.0,131.0,143.0,174.0,126.0,263.0
41,6.263398262591624,6.914730892718563,6.795705775173514,6.326149473155099,6.09807428216624,468.0,263.0,741.0,699.0,675.0,524.0
42,5.579729825986222,5.594711379601839,4.727387818712341,4.276666119016055,4.882801922586371,295.0,195.0,349.0,279.0,313.0,264.0
43,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
45,6.194405391104672,5.641907070938114,6.008813185442595,5.53338948872752,5.407171771460119,525.0,197.0,391.0,338.0,343.0,489.0
46,7.503840746698951,7.461065514354283,7.241366283322318,5.863631175598097,6.601230118728877,899.0,294.0,1826.0,1636.0,1715.0,1814.0
47,6.742880635791903,6.639875833826536,6.670766320845874,6.532334292222349,5.568344503761097,557.0,248.0,691.0,688.0,724.0,847.0
48,3.9318256327243257,4.143134726391533,5.056245805348308,5.262690188904886,2.1972245773362196,176.0,129.0,105.0,115.0,104.0,50.0
49,5.780743515792329,4.127134385045092,5.926926025970411,6.386879319362645,7.088408778675395,388.0,128.0,138.0,158.0,213.0,323.0
50,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
51,6.07073772800249,6.045005314036012,6.327936783729195,6.456769655572163,6.263398262591624,586.0,217.0,495.0,527.0,429.0,432.0
52,5.700443573390687,5.8888779583328805,6.720220155135295,6.910750787961936,7.016609683894219,450.0,209.0,299.0,260.0,287.0,298.0
53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
54,7.646831391430482,7.627057417018934,6.966024187106113,7.51479976048867,7.3987862754199485,544.0,303.0,1586.0,1543.0,1371.0,2093.0
