,log_case,case_count_prev,case_count_prev_2,case_count_prev_3,case_count_prev_4,hu_pred,ls_pred,rf_pred,lgb_pred,xgb_pred,case_count
0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1,6.721425700790643,6.476972362889683,5.049856007249537,7.029087564149662,7.796880342783522,648.0,239.0,792.0,822.0,822.0,829.0
2,7.036148493750536,6.98100574072173,6.60934924316738,6.921658184151129,7.3310603052186325,686.0,266.0,1005.0,825.0,890.0,1136.0
3,6.023447592961033,6.023447592961033,5.631211781821365,4.31748811353631,4.465908118654584,294.0,215.0,547.0,545.0,460.0,412.0
4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5,6.135564891081739,5.8916442118257715,2.1972245773362196,3.9318256327243257,5.641907070938114,213.0,208.0,323.0,428.0,381.0,461.0
6,7.274479558773871,7.274479558773871,7.381501894506707,7.7886260656250315,7.809135398120538,762.0,283.0,1423.0,1316.0,1428.0,1442.0
7,5.241747015059643,4.6443908991413725,4.248495242049359,3.7612001156935624,2.70805020110221,158.0,149.0,157.0,134.0,133.0,188.0
8,6.115892125483034,6.694562058521095,5.937536205082426,5.846438775057725,3.713572066704308,360.0,250.0,889.0,753.0,647.0,452.0
9,5.849324779946859,5.318119993844216,5.214935757608986,5.572154032177765,5.564520407322694,398.0,180.0,332.0,418.0,336.0,346.0
10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
11,7.1372784372603855,7.61972421378267,6.9975959829819265,7.631431664576906,6.395261598115449,694.0,303.0,1935.0,1665.0,1810.0,1257.0
12,7.450079569807499,7.2868764117507,7.20934025660291,7.29776828253138,7.3537223303996315,593.0,283.0,752.0,1033.0,938.0,1719.0
13,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
14,7.661997558901893,7.7823903355874595,7.707062655370473,7.798933310041217,7.743269700829004,860.0,312.0,2096.0,1993.0,1851.0,2125.0
15,7.501634457883413,7.340835554123275,7.512071245835466,7.40184157874383,7.253470382684528,1119.0,286.0,1478.0,1550.0,1530.0,1810.0
16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
17,6.704414354964107,6.704414354964107,6.738152494595957,6.900730664045173,6.754604099487962,744.0,251.0,615.0,662.0,802.0,815.0
18,5.916202062607435,5.209486152841421,6.186208623900494,7.535830462798367,7.776535028185241,388.0,175.0,82.0,89.0,107.0,370.0
19,4.812184355372417,4.51085950651685,4.406719247264253,4.700480365792417,4.430816798843313,176.0,144.0,80.0,76.0,75.0,122.0
20,5.820082930352362,6.331501849893691,6.523562306149512,6.723832440821209,7.001245622069476,503.0,231.0,452.0,535.0,515.0,336.0
21,6.646390514847729,6.333279628139691,6.272877006546167,6.0330862217988015,5.958424693029782,620.0,231.0,774.0,713.0,839.0,769.0
22,3.5263605246161616,3.6375861597263857,3.8066624897703196,2.0794415416798357,2.302585092994046,76.0,108.0,38.0,33.0,37.0,33.0
23,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
24,5.438079308923196,5.332718793265369,5.3981627015177525,5.153291594497779,5.375278407684165,391.0,181.0,242.0,299.0,251.0,229.0
25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
26,6.1903154058531475,6.156978985585555,5.71042701737487,5.099866427824199,4.820281565605037,433.0,222.0,586.0,470.0,509.0,487.0
27,6.754604099487962,6.831953565565855,6.879355804460439,6.71295620067707,6.561030665896573,565.0,258.0,720.0,893.0,769.0,857.0
28,6.144185634125646,6.240275845170769,6.542471960506805,6.408528791059498,6.450470422144176,704.0,226.0,576.0,512.0,527.0,465.0
29,6.461468176353717,6.008813185442595,6.333279628139691,6.403574197934815,6.198478716492308,581.0,214.0,593.0,564.0,628.0,639.0
30,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
33,5.0689042022202315,5.135798437050262,5.075173815233827,4.700480365792417,4.31748811353631,231.0,172.0,181.0,142.0,128.0,158.0
